MeanValueType;StartUtc;EndUtc;PM2_5;PM10;PN;NO;NO2;NO2_Microgram;NOx;BC;BC_FF;BC_WB;RH;WD;WS;Temp;PM2_5Index;PM10Index;NO2Index;CphIndex
"1H";"2021-11-22T16:00:00Z";"2021-11-22T17:00:00Z";"3.9";"5.9";"11537";"10.3";"16.8";"32.2";"27.1";"0";"0";"0";"70.1";"234";"2.5";"4.6";"A";"A";"A";"A"
"1H";"2021-11-22T17:00:00Z";"2021-11-22T18:00:00Z";"4.6";"5.5";"11529";"8.2";"15.2";"29";"23.4";"0";"0";"0";"75.4";"222";"2.4";"4.4";"A";"A";"A";"A"
"1H";"2021-11-22T18:00:00Z";"2021-11-22T19:00:00Z";"5";"5.6";"9940";"6.6";"13.2";"25.3";"19.8";"0";"0";"0";"79.4";"241";"3.1";"4.4";"A";"A";"A";"A"
"1H";"2021-11-22T19:00:00Z";"2021-11-22T20:00:00Z";"5.1";"5.6";"8994";"6.5";"11.2";"21.5";"17.7";"0";"0";"0";"82.7";"243";"3.4";"4.8";"A";"A";"A";"A"
"1H";"2021-11-22T20:00:00Z";"2021-11-22T21:00:00Z";"4.3";"4.6";"5335";"6";"7.4";"14.2";"13.4";"0";"0";"0";"86";"258";"4.2";"6.2";"A";"A";"A";"A"
"1H";"2021-11-22T21:00:00Z";"2021-11-22T22:00:00Z";"3.7";"3.8";"2801";"6.1";"4.8";"9.3";"10.9";"0";"0";"0";"91.4";"268";"5";"6.9";"A";"A";"A";"A"
"1H";"2021-11-22T22:00:00Z";"2021-11-22T23:00:00Z";"2.9";"3";"2033";"8.4";"4.8";"9.2";"13.2";"0";"0";"0";"92.1";"274";"5.1";"7.4";"A";"A";"A";"A"
"1H";"2021-11-22T23:00:00Z";"2021-11-23T00:00:00Z";"3";"3.4";"2076";"11.1";"4.6";"8.9";"15.7";"0";"0";"0";"90.3";"285";"4.6";"7.9";"A";"A";"A";"A"
"1H";"2021-11-23T00:00:00Z";"2021-11-23T01:00:00Z";"3.9";"4.7";"941";"12.4";"3.9";"7.5";"16.3";"0";"0";"0";"85.3";"295";"4.4";"8.4";"A";"A";"A";"A"
"1H";"2021-11-23T01:00:00Z";"2021-11-23T02:00:00Z";"3.9";"4.8";"1120";"16";"4";"7.7";"20.1";"0";"0";"0";"84.6";"302";"4.8";"8.3";"A";"A";"A";"A"
"1H";"2021-11-23T02:00:00Z";"2021-11-23T03:00:00Z";"4";"4.9";"981";"16.9";"4.5";"8.6";"21.4";"0";"0";"0";"87.5";"308";"4.1";"7.7";"A";"A";"A";"A"
"1H";"2021-11-23T03:00:00Z";"2021-11-23T04:00:00Z";"4.6";"5.8";"1310";"16.5";"4.8";"9.2";"21.3";"0";"0";"0";"89.7";"298";"3.3";"7.4";"A";"A";"A";"A"
"1H";"2021-11-23T04:00:00Z";"2021-11-23T05:00:00Z";"5";"6.3";"3170";"14.4";"6.7";"12.8";"21.1";"0";"0";"0";"91";"302";"3.2";"7.1";"A";"A";"A";"A"
"1H";"2021-11-23T05:00:00Z";"2021-11-23T06:00:00Z";"5";"6";"6011";"16.6";"12.7";"24.3";"29.3";"0";"0";"0";"91.7";"300";"2.8";"7.1";"A";"A";"A";"A"
"1H";"2021-11-23T06:00:00Z";"2021-11-23T07:00:00Z";"5.4";"6.6";"8274";"19.2";"18.2";"34.8";"37.5";"0";"0";"0";"92.6";"294";"2";"6.6";"A";"A";"A";"A"
"1H";"2021-11-23T07:00:00Z";"2021-11-23T08:00:00Z";"6.5";"8.5";"9493";"22.6";"24.7";"47.3";"47.3";"0";"0";"0";"93.2";"268";"1.8";"6.7";"A";"A";"B";"B"
"1H";"2021-11-23T08:00:00Z";"2021-11-23T09:00:00Z";"6";"7.6";"9574";"25.9";"18.8";"35.9";"44.7";"0";"0";"0";"92.5";"265";"1.9";"7.1";"A";"A";"A";"A"
"1H";"2021-11-23T09:00:00Z";"2021-11-23T10:00:00Z";"5.5";"6.9";"8485";"21";"14.7";"28.2";"35.7";"0";"0";"0";"91";"268";"2";"7.5";"A";"A";"A";"A"
"1H";"2021-11-23T10:00:00Z";"2021-11-23T11:00:00Z";"5.3";"6.7";"6639";"20.3";"13.5";"25.9";"33.9";"0";"0";"0";"87";"266";"2.7";"8";"A";"A";"A";"A"
"1H";"2021-11-23T11:00:00Z";"2021-11-23T12:00:00Z";"5.5";"7.1";"5057";"17.3";"10.8";"20.7";"28.1";"0";"0";"0";"85";"274";"2.6";"8.2";"A";"A";"A";"A"
"1H";"2021-11-23T12:00:00Z";"2021-11-23T13:00:00Z";"4.5";"5.7";"4436";"16.9";"9.8";"18.8";"26.8";"0";"0";"0";"81.9";"272";"2.4";"8.5";"A";"A";"A";"A"
"1H";"2021-11-23T13:00:00Z";"2021-11-23T14:00:00Z";"4.4";"5.7";"5211";"15.4";"12.3";"23.6";"27.7";"0";"0";"0";"82.1";"268";"2.4";"8.4";"A";"A";"A";"A"
"1H";"2021-11-23T14:00:00Z";"2021-11-23T15:00:00Z";"3.7";"4.7";"5326";"14.2";"12.6";"24.2";"26.9";"0";"0";"0";"79.9";"274";"2.9";"8.5";"A";"A";"A";"A"
"1H";"2021-11-23T15:00:00Z";"2021-11-23T16:00:00Z";"3.4";"4.6";"5843";"14.5";"11.8";"22.7";"26.4";"0";"0";"0";"75.6";"274";"3.8";"8.6";"A";"A";"A";"A"
"1H";"2021-11-23T16:00:00Z";"2021-11-23T17:00:00Z";"4.1";"5";"8282";"12.4";"12.2";"23.4";"24.7";"0";"0";"0";"81.8";"277";"3.2";"8.4";"A";"A";"A";"A"
"1H";"2021-11-23T17:00:00Z";"2021-11-23T18:00:00Z";"3.6";"4";"7709";"12";"9.1";"17.4";"21.1";"0";"0";"0";"85.1";"264";"2.7";"8.4";"A";"A";"A";"A"
"1H";"2021-11-23T18:00:00Z";"2021-11-23T19:00:00Z";"3.4";"3.7";"6354";"12.1";"8.4";"16";"20.5";"0";"0";"0";"86.4";"267";"2.9";"8.2";"A";"A";"A";"A"
"1H";"2021-11-23T19:00:00Z";"2021-11-23T20:00:00Z";"3.2";"3.7";"4551";"11.5";"6.7";"12.8";"18.2";"0";"0";"0";"84.8";"277";"3.5";"8.3";"A";"A";"A";"A"
"1H";"2021-11-23T20:00:00Z";"2021-11-23T21:00:00Z";"3.2";"3.7";"3120";"13.3";"5.8";"11.2";"19.2";"0";"0";"0";"83.5";"293";"4.4";"8.4";"A";"A";"A";"A"
"1H";"2021-11-23T21:00:00Z";"2021-11-23T22:00:00Z";"2.6";"3.1";"1757";"12.5";"5.1";"9.8";"17.6";"0";"0";"0";"83.3";"294";"4.6";"8.4";"A";"A";"A";"A"
"1H";"2021-11-23T22:00:00Z";"2021-11-23T23:00:00Z";"2.4";"2.8";"1180";"12.5";"4.1";"7.9";"16.6";"0";"0";"0";"83.1";"290";"4.4";"8.5";"A";"A";"A";"A"
"1H";"2021-11-23T23:00:00Z";"2021-11-24T00:00:00Z";"2.6";"3.1";"1048";"12.6";"3.8";"7.3";"16.5";"0";"0";"0";"82.9";"299";"5";"8.6";"A";"A";"A";"A"
"1H";"2021-11-24T00:00:00Z";"2021-11-24T01:00:00Z";"2.5";"2.9";"867";"0";"0";"0";"0";"0";"0";"0";"84.1";"297";"4.7";"8.5";"A";"A";"NotAvailable";"A"
"1H";"2021-11-24T01:00:00Z";"2021-11-24T02:00:00Z";"2.2";"2.6";"726";"0";"0";"0";"0";"0";"0";"0";"83.9";"292";"4.4";"8.5";"A";"A";"NotAvailable";"A"
"1H";"2021-11-24T02:00:00Z";"2021-11-24T03:00:00Z";"1.9";"2.2";"650";"16";"4.6";"8.8";"20.6";"0";"0";"0";"83.6";"294";"4.6";"8.4";"A";"A";"A";"A"
"1H";"2021-11-24T03:00:00Z";"2021-11-24T04:00:00Z";"1.5";"1.8";"621";"11.3";"4.5";"8.6";"15.8";"0";"0";"0";"82.5";"290";"4.5";"8.5";"A";"A";"A";"A"
"1H";"2021-11-24T04:00:00Z";"2021-11-24T05:00:00Z";"1.4";"1.7";"988";"11.3";"6.2";"11.8";"17.5";"0";"0";"0";"83.3";"289";"4.7";"8.4";"A";"A";"A";"A"
"1H";"2021-11-24T05:00:00Z";"2021-11-24T06:00:00Z";"1.4";"1.6";"2341";"11.7";"8";"15.2";"19.7";"0";"0";"0";"86.3";"285";"4.3";"8.2";"A";"A";"A";"A"
"1H";"2021-11-24T06:00:00Z";"2021-11-24T07:00:00Z";"1.4";"1.7";"4265";"13.4";"12.6";"24";"26";"0";"0";"0";"87.7";"282";"4.6";"8.1";"A";"A";"A";"A"
"1H";"2021-11-24T07:00:00Z";"2021-11-24T08:00:00Z";"1.5";"1.8";"4517";"13.2";"11.9";"22.8";"25.1";"0";"0";"0";"89.4";"283";"4.5";"7.9";"A";"A";"A";"A"
"1H";"2021-11-24T08:00:00Z";"2021-11-24T09:00:00Z";"1.6";"1.8";"4663";"13.6";"13";"24.9";"26.6";"0";"0";"0";"90.9";"283";"4.3";"7.9";"A";"A";"A";"A"
"1H";"2021-11-24T09:00:00Z";"2021-11-24T10:00:00Z";"1.4";"1.7";"4505";"13.6";"11.6";"22.1";"25.2";"0";"0";"0";"90.7";"283";"4.2";"8";"A";"A";"A";"A"
"1H";"2021-11-24T10:00:00Z";"2021-11-24T11:00:00Z";"1.4";"1.7";"3942";"13.5";"10.2";"19.5";"23.8";"0";"0";"0";"87.3";"281";"3.7";"8.2";"A";"A";"A";"A"
"1H";"2021-11-24T11:00:00Z";"2021-11-24T12:00:00Z";"1.4";"1.7";"3705";"13.7";"8.8";"16.8";"22.5";"0";"0";"0";"82.5";"279";"2.9";"8.5";"A";"A";"A";"A"
"1H";"2021-11-24T12:00:00Z";"2021-11-24T13:00:00Z";"1.9";"2.3";"4927";"12.7";"8.9";"17";"21.6";"0";"0";"0";"84.5";"272";"3.4";"8.3";"A";"A";"A";"A"
"1H";"2021-11-24T13:00:00Z";"2021-11-24T14:00:00Z";"1.9";"2.3";"5828";"13.1";"12";"22.9";"25.1";"0";"0";"0";"85.9";"270";"3.2";"8.2";"A";"A";"A";"A"
"1H";"2021-11-24T14:00:00Z";"2021-11-24T15:00:00Z";"2";"2.1";"5381";"12.1";"12.1";"23.1";"24.2";"0";"0";"0";"89.5";"260";"3.7";"7.8";"A";"A";"A";"A"
"1H";"2021-11-24T15:00:00Z";"2021-11-24T16:00:00Z";"2.1";"2.3";"7274";"15.6";"14.3";"27.3";"29.9";"0";"0";"0";"88.9";"255";"3";"7.8";"A";"A";"A";"A"
"1H";"2021-11-24T16:00:00Z";"2021-11-24T17:00:00Z";"2.4";"2.7";"9686";"14.7";"14.1";"27";"28.8";"0";"0";"0";"87.9";"237";"2.6";"7.9";"A";"A";"A";"A"
"1H";"2021-11-24T17:00:00Z";"2021-11-24T18:00:00Z";"3.1";"3.3";"8656";"15.6";"12.8";"24.5";"28.4";"0";"0";"0";"88.7";"234";"2.7";"8";"A";"A";"A";"A"
"1H";"2021-11-24T18:00:00Z";"2021-11-24T19:00:00Z";"3.8";"4.1";"5833";"14.7";"9.2";"17.7";"24";"0";"0";"0";"91.3";"228";"2.6";"8";"A";"A";"A";"A"
"1H";"2021-11-24T19:00:00Z";"2021-11-24T20:00:00Z";"5.5";"5.6";"4327";"15.7";"9.2";"17.6";"24.9";"0";"0";"0";"93.9";"221";"2.7";"7.9";"A";"A";"A";"A"
"1H";"2021-11-24T20:00:00Z";"2021-11-24T21:00:00Z";"7.9";"8";"3020";"13.3";"7.9";"15.1";"21.2";"0";"0";"0";"94.5";"219";"2.3";"7.7";"A";"A";"A";"A"
"1H";"2021-11-24T21:00:00Z";"2021-11-24T22:00:00Z";"7.9";"8";"2768";"10.6";"6.6";"12.5";"17.2";"0";"0";"0";"93.8";"228";"2.9";"7.6";"A";"A";"A";"A"
"1H";"2021-11-24T22:00:00Z";"2021-11-24T23:00:00Z";"10.3";"10.5";"2509";"10";"6";"11.4";"16";"0";"0";"0";"92.1";"231";"3";"7.5";"A";"A";"A";"A"
"1H";"2021-11-24T23:00:00Z";"2021-11-25T00:00:00Z";"12.1";"12.4";"2197";"8.8";"5.7";"10.9";"14.5";"0";"0";"0";"91.1";"229";"3.1";"7.4";"A";"A";"A";"A"
"1H";"2021-11-25T00:00:00Z";"2021-11-25T01:00:00Z";"12.9";"13.1";"1983";"8.9";"5.1";"9.8";"14";"0";"0";"0";"92.3";"231";"3.4";"7.2";"A";"A";"A";"A"
"1H";"2021-11-25T01:00:00Z";"2021-11-25T02:00:00Z";"10.5";"10.6";"1859";"8.8";"5.6";"10.7";"14.4";"0";"0";"0";"93.2";"226";"3.1";"7";"A";"A";"A";"A"
"1H";"2021-11-25T02:00:00Z";"2021-11-25T03:00:00Z";"8.9";"9";"1850";"9.5";"4.9";"9.5";"14.4";"0";"0";"0";"93.6";"226";"3.1";"6.8";"A";"A";"A";"A"
"1H";"2021-11-25T03:00:00Z";"2021-11-25T04:00:00Z";"10.2";"10.4";"2214";"8.3";"5.7";"10.9";"14";"0";"0";"0";"93.6";"221";"3.1";"6.7";"A";"A";"A";"A"
"1H";"2021-11-25T04:00:00Z";"2021-11-25T05:00:00Z";"10.9";"11";"2502";"10.2";"6.7";"12.8";"16.9";"0";"0";"0";"93.4";"220";"3.1";"6.6";"A";"A";"A";"A"
"1H";"2021-11-25T05:00:00Z";"2021-11-25T06:00:00Z";"9.2";"9.3";"3697";"10.2";"9";"17.2";"19.2";"0";"0";"0";"93.2";"221";"3.2";"6.5";"A";"A";"A";"A"
"1H";"2021-11-25T06:00:00Z";"2021-11-25T07:00:00Z";"8.9";"9.1";"4520";"11.8";"13";"24.8";"24.8";"0";"0";"0";"92.5";"226";"4";"6.4";"A";"A";"A";"A"
"1H";"2021-11-25T07:00:00Z";"2021-11-25T08:00:00Z";"10.5";"10.8";"5368";"12.3";"12.5";"23.8";"24.8";"0";"0";"0";"92.4";"230";"3.8";"6.5";"A";"A";"A";"A"
"1H";"2021-11-25T08:00:00Z";"2021-11-25T09:00:00Z";"12.1";"12.5";"5535";"15.5";"13.7";"26.2";"29.2";"0";"0";"0";"92.9";"227";"3.7";"6.5";"A";"A";"A";"A"
"1H";"2021-11-25T09:00:00Z";"2021-11-25T10:00:00Z";"13.1";"13.5";"7539";"15.4";"16.2";"30.9";"31.5";"0";"0";"0";"93.3";"227";"3.4";"6.6";"A";"A";"A";"A"
"1H";"2021-11-25T10:00:00Z";"2021-11-25T11:00:00Z";"10";"10.2";"5703";"12.5";"12.7";"24.3";"25.2";"0";"0";"0";"93.8";"227";"3.1";"6.6";"A";"A";"A";"A"
"1H";"2021-11-25T11:00:00Z";"2021-11-25T12:00:00Z";"7.2";"7.4";"4454";"12.8";"13.3";"25.3";"26.1";"0";"0";"0";"93.6";"236";"3.8";"6.6";"A";"A";"A";"A"
"1H";"2021-11-25T12:00:00Z";"2021-11-25T13:00:00Z";"3.5";"3.9";"6797";"13.8";"14.5";"27.7";"28.3";"0";"0";"0";"89.7";"256";"3.3";"6.7";"A";"A";"A";"A"
"1H";"2021-11-25T13:00:00Z";"2021-11-25T14:00:00Z";"5.3";"5.7";"6662";"18.2";"14.5";"27.8";"32.7";"0";"0";"0";"87.8";"239";"2.7";"7";"A";"A";"A";"A"
"1H";"2021-11-25T14:00:00Z";"2021-11-25T15:00:00Z";"7.2";"7.6";"6289";"18.4";"14.3";"27.3";"32.7";"0";"0";"0";"87.3";"229";"2.9";"7";"A";"A";"A";"A"
"1H";"2021-11-25T15:00:00Z";"2021-11-25T16:00:00Z";"5.4";"5.8";"5659";"12.5";"12.7";"24.3";"25.2";"0";"0";"0";"86.4";"237";"3.1";"6.8";"A";"A";"A";"A"
"1H";"2021-11-25T16:00:00Z";"2021-11-25T17:00:00Z";"3.3";"3.6";"6074";"8.7";"10";"19.2";"18.8";"0";"0";"0";"83.9";"233";"3.7";"6.4";"A";"A";"A";"A"
"1H";"2021-11-25T17:00:00Z";"2021-11-25T18:00:00Z";"3.1";"3.4";"6454";"6.5";"8.2";"15.8";"14.7";"0";"0";"0";"81.1";"246";"4.1";"6.1";"A";"A";"A";"A"
"1H";"2021-11-25T18:00:00Z";"2021-11-25T19:00:00Z";"3.1";"3.4";"5596";"5.8";"7.6";"14.5";"13.3";"0";"0";"0";"81.3";"260";"5";"6";"A";"A";"A";"A"
"1H";"2021-11-25T19:00:00Z";"2021-11-25T20:00:00Z";"2.8";"3.1";"3300";"5.2";"5.9";"11.3";"11.2";"0";"0";"0";"81.4";"265";"5.4";"6";"A";"A";"A";"A"
"1H";"2021-11-25T20:00:00Z";"2021-11-25T21:00:00Z";"2.6";"2.9";"2329";"4.3";"6.2";"11.9";"10.5";"0";"0";"0";"81.3";"279";"6";"5.8";"A";"A";"A";"A"
"1H";"2021-11-25T21:00:00Z";"2021-11-25T22:00:00Z";"3";"3.3";"1969";"3.6";"5.8";"11.1";"9.4";"0";"0";"0";"85.7";"283";"4.9";"5.3";"A";"A";"A";"A"
"1H";"2021-11-25T22:00:00Z";"2021-11-25T23:00:00Z";"2";"2.3";"1727";"4.7";"5.7";"10.9";"10.4";"0";"0";"0";"89.6";"283";"5.1";"4.6";"A";"A";"A";"A"
"1H";"2021-11-25T23:00:00Z";"2021-11-26T00:00:00Z";"2.6";"3.1";"2534";"4.1";"5.9";"11.2";"10";"0";"0";"0";"86.5";"294";"4.9";"4.5";"A";"A";"A";"A"
"1H";"2021-11-26T00:00:00Z";"2021-11-26T01:00:00Z";"2.5";"3.1";"2112";"3.1";"5.2";"9.9";"8.3";"0";"0";"0";"82.2";"297";"4.5";"4.3";"A";"A";"A";"A"
"1H";"2021-11-26T01:00:00Z";"2021-11-26T02:00:00Z";"2.4";"2.9";"1717";"2.4";"4.4";"8.4";"6.8";"0";"0";"0";"81.5";"281";"3.7";"4.2";"A";"A";"A";"A"
"1H";"2021-11-26T02:00:00Z";"2021-11-26T03:00:00Z";"2.5";"2.9";"2867";"2.3";"4.4";"8.5";"6.8";"0";"0";"0";"84.8";"280";"3.1";"4";"A";"A";"A";"A"
"1H";"2021-11-26T03:00:00Z";"2021-11-26T04:00:00Z";"2.1";"2.4";"3101";"2.5";"4.7";"8.9";"7.2";"0";"0";"0";"83.8";"260";"2.7";"4";"A";"A";"A";"A"
"1H";"2021-11-26T04:00:00Z";"2021-11-26T05:00:00Z";"2.2";"2.6";"3696";"3.2";"6.1";"11.6";"9.2";"0";"0";"0";"84.3";"267";"2.2";"3.7";"A";"A";"A";"A"
"1H";"2021-11-26T05:00:00Z";"2021-11-26T06:00:00Z";"3.3";"4.2";"7865";"9.2";"13.4";"25.7";"22.6";"0";"0";"0";"86";"261";"2.2";"3.3";"A";"A";"A";"A"
"1H";"2021-11-26T06:00:00Z";"2021-11-26T07:00:00Z";"3.7";"4.6";"9941";"12";"20.5";"39.2";"32.5";"0";"0";"0";"87.6";"243";"1.7";"3.2";"A";"A";"A";"A"
"1H";"2021-11-26T07:00:00Z";"2021-11-26T08:00:00Z";"3.5";"4.3";"8504";"11";"18.8";"36";"29.9";"0";"0";"0";"86.3";"228";"1.5";"3.4";"A";"A";"A";"A"
"1H";"2021-11-26T08:00:00Z";"2021-11-26T09:00:00Z";"3.9";"4.9";"9633";"16.6";"21.3";"40.8";"37.9";"0";"0";"0";"85.7";"251";"1.8";"3.6";"A";"A";"B";"B"
"1H";"2021-11-26T09:00:00Z";"2021-11-26T10:00:00Z";"4.6";"6.3";"14299";"36.9";"23.5";"44.9";"60.4";"0";"0";"0";"85.9";"252";"1.9";"3.7";"A";"A";"B";"B"
"1H";"2021-11-26T10:00:00Z";"2021-11-26T11:00:00Z";"4.4";"6.1";"12670";"28.7";"21.1";"40.3";"49.8";"0";"0";"0";"83.2";"239";"1.4";"4.2";"A";"A";"B";"B"
"1H";"2021-11-26T11:00:00Z";"2021-11-26T12:00:00Z";"3.6";"5";"7500";"25.8";"18.3";"35.1";"44.1";"0";"0";"0";"80.3";"229";"1.2";"4.8";"A";"A";"A";"A"
"1H";"2021-11-26T12:00:00Z";"2021-11-26T13:00:00Z";"3.1";"4.2";"6569";"9";"15.3";"29.3";"24.3";"0";"0";"0";"79.8";"213";"1.6";"5.1";"A";"A";"A";"A"
"1H";"2021-11-26T13:00:00Z";"2021-11-26T14:00:00Z";"3.6";"5";"6727";"7.1";"16.1";"30.8";"23.2";"0";"0";"0";"77.5";"183";"1.5";"5.1";"A";"A";"A";"A"
"1H";"2021-11-26T14:00:00Z";"2021-11-26T15:00:00Z";"4";"5.6";"14258";"5.9";"21.8";"41.6";"27.7";"0";"0";"0";"76.5";"136";"1.3";"5";"A";"A";"B";"B"
"1H";"2021-11-26T15:00:00Z";"2021-11-26T16:00:00Z";"4.9";"5.7";"18521";"18.6";"25.5";"48.8";"44.1";"0";"0";"0";"81.3";"120";"1.4";"4.9";"A";"A";"B";"B"
"1H";"2021-11-26T16:00:00Z";"2021-11-26T17:00:00Z";"6.2";"6.6";"13860";"13.8";"20.6";"39.4";"34.4";"0";"0";"0";"87.9";"122";"2.6";"4.4";"A";"A";"A";"A"
"1H";"2021-11-26T17:00:00Z";"2021-11-26T18:00:00Z";"6.2";"6.6";"12538";"8.4";"15.5";"29.6";"23.9";"0";"0";"0";"88.7";"119";"2.4";"4.1";"A";"A";"A";"A"
"1H";"2021-11-26T18:00:00Z";"2021-11-26T19:00:00Z";"7.2";"7.6";"12292";"7.6";"14.9";"28.4";"22.4";"0";"0";"0";"89.3";"120";"3.2";"4.5";"A";"A";"A";"A"
"1H";"2021-11-26T19:00:00Z";"2021-11-26T20:00:00Z";"6.5";"6.8";"9476";"5.6";"9.5";"18.2";"15.1";"0";"0";"0";"89.8";"116";"3.2";"4.3";"A";"A";"A";"A"
"1H";"2021-11-26T20:00:00Z";"2021-11-26T21:00:00Z";"6.6";"6.8";"9661";"5.7";"10.4";"19.9";"16.1";"0";"0";"0";"89.6";"129";"4.2";"4.4";"A";"A";"A";"A"
"1H";"2021-11-26T21:00:00Z";"2021-11-26T22:00:00Z";"5.1";"5.3";"8996";"5.5";"8.7";"16.6";"14.2";"0";"0";"0";"91";"126";"4";"4.1";"A";"A";"A";"A"
"1H";"2021-11-26T22:00:00Z";"2021-11-26T23:00:00Z";"3.7";"3.8";"4473";"3.8";"7.5";"14.4";"11.3";"0";"0";"0";"91.3";"120";"3.9";"4";"A";"A";"A";"A"
"1H";"2021-11-26T23:00:00Z";"2021-11-27T00:00:00Z";"2.6";"2.7";"2896";"2.5";"4.7";"9";"7.2";"0";"0";"0";"91.7";"118";"4.9";"3.8";"A";"A";"A";"A"
"1H";"2021-11-27T00:00:00Z";"2021-11-27T01:00:00Z";"3.3";"3.4";"3226";"3.8";"4.8";"9.3";"8.6";"0";"0";"0";"92.3";"110";"3.6";"4";"A";"A";"A";"A"
"1H";"2021-11-27T01:00:00Z";"2021-11-27T02:00:00Z";"1.6";"1.7";"2235";"2.4";"4.3";"8.3";"6.8";"0";"0";"0";"93.1";"93";"2.7";"3.2";"A";"A";"A";"A"
"1H";"2021-11-27T02:00:00Z";"2021-11-27T03:00:00Z";"2.2";"2.3";"2658";"2.2";"3.6";"6.9";"5.8";"0";"0";"0";"93.5";"84";"3";"3";"A";"A";"A";"A"
"1H";"2021-11-27T03:00:00Z";"2021-11-27T04:00:00Z";"1.7";"1.7";"2901";"1.5";"3.4";"6.6";"5";"0";"0";"0";"93.2";"80";"2.8";"2.9";"A";"A";"A";"A"
"1H";"2021-11-27T04:00:00Z";"2021-11-27T05:00:00Z";"1.8";"1.9";"3223";"2.1";"4.6";"8.9";"6.8";"0";"0";"0";"93.6";"90";"2.8";"2.9";"A";"A";"A";"A"
"1H";"2021-11-27T05:00:00Z";"2021-11-27T06:00:00Z";"2.2";"2.2";"1893";"1.9";"3.6";"7";"5.6";"0";"0";"0";"93.7";"87";"2.1";"3";"A";"A";"A";"A"
"1H";"2021-11-27T06:00:00Z";"2021-11-27T07:00:00Z";"3.2";"3.3";"2638";"3.3";"4";"7.7";"7.3";"0";"0";"0";"93.1";"76";"2.4";"3.1";"A";"A";"A";"A"
"1H";"2021-11-27T07:00:00Z";"2021-11-27T08:00:00Z";"2.3";"2.4";"3157";"6.7";"6.2";"11.9";"12.9";"0";"0";"0";"92.9";"71";"2.5";"2.9";"A";"A";"A";"A"
"1H";"2021-11-27T08:00:00Z";"2021-11-27T09:00:00Z";"2.6";"2.7";"2869";"8.1";"7.9";"15.2";"16";"0";"0";"0";"93";"71";"2.4";"2.8";"A";"A";"A";"A"
"1H";"2021-11-27T09:00:00Z";"2021-11-27T10:00:00Z";"3.8";"4";"3556";"9.6";"8.3";"15.9";"17.9";"0";"0";"0";"92.8";"80";"2.3";"3.1";"A";"A";"A";"A"
"1H";"2021-11-27T10:00:00Z";"2021-11-27T11:00:00Z";"3.9";"4.1";"5693";"9.4";"12.1";"23.1";"21.4";"0";"0";"0";"91.1";"74";"2.3";"3.6";"A";"A";"A";"A"
"1H";"2021-11-27T11:00:00Z";"2021-11-27T12:00:00Z";"4.1";"4.3";"6767";"16.8";"15.9";"30.5";"32.7";"0";"0";"0";"90.3";"81";"2.4";"3.8";"A";"A";"A";"A"
"1H";"2021-11-27T12:00:00Z";"2021-11-27T13:00:00Z";"4.5";"4.7";"4305";"12.7";"11.3";"21.6";"24";"0";"0";"0";"90.1";"87";"2.5";"4";"A";"A";"A";"A"
"1H";"2021-11-27T13:00:00Z";"2021-11-27T14:00:00Z";"4.8";"5";"4476";"12.3";"9.7";"18.6";"22";"0";"0";"0";"89.2";"79";"2.2";"4";"A";"A";"A";"A"
"1H";"2021-11-27T14:00:00Z";"2021-11-27T15:00:00Z";"3.3";"3.4";"5826";"13.8";"11.9";"22.8";"25.7";"0";"0";"0";"89.4";"71";"2.5";"3.9";"A";"A";"A";"A"
"1H";"2021-11-27T15:00:00Z";"2021-11-27T16:00:00Z";"4.7";"4.8";"4487";"10.8";"9.5";"18.1";"20.3";"0";"0";"0";"89.9";"62";"2.4";"3.8";"A";"A";"A";"A"
"1H";"2021-11-27T16:00:00Z";"2021-11-27T17:00:00Z";"6.6";"6.7";"5875";"12.5";"10.7";"20.4";"23.2";"0";"0";"0";"89.7";"72";"2";"3.8";"A";"A";"A";"A"
"1H";"2021-11-27T17:00:00Z";"2021-11-27T18:00:00Z";"6.6";"6.8";"7423";"12.1";"13.2";"25.2";"25.3";"0";"0";"0";"89.6";"83";"2.1";"3.8";"A";"A";"A";"A"
"1H";"2021-11-27T18:00:00Z";"2021-11-27T19:00:00Z";"6.5";"6.6";"5334";"8.7";"11.1";"21.2";"19.8";"0";"0";"0";"89.9";"85";"1.9";"3.6";"A";"A";"A";"A"
"1H";"2021-11-27T19:00:00Z";"2021-11-27T20:00:00Z";"7.6";"7.8";"4763";"8.7";"9.5";"18.2";"18.3";"0";"0";"0";"89.5";"84";"1.8";"3.8";"A";"A";"A";"A"
"1H";"2021-11-27T20:00:00Z";"2021-11-27T21:00:00Z";"7.9";"8.2";"5199";"10.5";"11.7";"22.3";"22.2";"0";"0";"0";"88.6";"94";"1.7";"3.9";"A";"A";"A";"A"
"1H";"2021-11-27T21:00:00Z";"2021-11-27T22:00:00Z";"8";"8.2";"3940";"6";"8.6";"16.5";"14.6";"0";"0";"0";"89";"82";"1.9";"3.8";"A";"A";"A";"A"
"1H";"2021-11-27T22:00:00Z";"2021-11-27T23:00:00Z";"7";"7.1";"3554";"7.1";"9.2";"17.6";"16.3";"0";"0";"0";"90.4";"95";"2.1";"3.1";"A";"A";"A";"A"
"1H";"2021-11-27T23:00:00Z";"2021-11-28T00:00:00Z";"6.6";"6.7";"3891";"6";"10.6";"20.3";"16.7";"0";"0";"0";"91.4";"103";"1.8";"3.4";"A";"A";"A";"A"
