MeanValueType;StartUtc;EndUtc;PM2_5;PM10;PN;NO;NO2;NO2_Microgram;NOx;BC;BC_FF;BC_WB;RH;WD;WS;Temp;PM2_5Index;PM10Index;NO2Index;CphIndex
"1H";"2021-05-01T06:00:00Z";"2021-05-01T07:00:00Z";"11.1";"12.6";"7750";"15";"9.3";"17.8";"24.3";"0";"0";"0";"75.1";"149";"1.3";"8.4";"A";"A";"A";"A"
"1H";"2021-05-01T07:00:00Z";"2021-05-01T08:00:00Z";"10.9";"12.9";"4661";"12.6";"7.4";"14.2";"20";"0";"0";"0";"65.1";"132";"1.5";"9.3";"A";"A";"A";"A"
"1H";"2021-05-01T08:00:00Z";"2021-05-01T09:00:00Z";"6.4";"9.4";"4113";"11.7";"7.6";"14.5";"19.3";"0";"0";"0";"50";"133";"3.4";"10.6";"A";"A";"A";"A"
"1H";"2021-05-01T09:00:00Z";"2021-05-01T10:00:00Z";"6.1";"11";"3068";"9.5";"7.3";"14";"16.9";"0";"0";"0";"44.9";"122";"3.5";"11.6";"A";"A";"A";"A"
"1H";"2021-05-01T10:00:00Z";"2021-05-01T11:00:00Z";"6";"12.9";"3536";"6.5";"7.5";"14.4";"14";"0";"0";"0";"42.5";"143";"4.1";"11.6";"A";"A";"A";"A"
"1H";"2021-05-01T11:00:00Z";"2021-05-01T12:00:00Z";"5";"10.9";"3292";"3.8";"6.1";"11.7";"9.9";"0";"0";"0";"38.5";"164";"4.4";"11.8";"A";"A";"A";"A"
"1H";"2021-05-01T12:00:00Z";"2021-05-01T13:00:00Z";"4";"12.4";"3515";"3.3";"6.3";"12.1";"9.7";"0";"0";"0";"37.4";"163";"4.2";"11.5";"A";"A";"A";"A"
"1H";"2021-05-01T13:00:00Z";"2021-05-01T14:00:00Z";"3.4";"10.9";"4333";"3.6";"6.7";"12.8";"10.3";"0";"0";"0";"33.3";"158";"4";"12.5";"A";"A";"A";"A"
"1H";"2021-05-01T14:00:00Z";"2021-05-01T15:00:00Z";"3.3";"13.6";"3781";"2.5";"5.4";"10.4";"8";"0";"0";"0";"30";"152";"3.5";"12.2";"A";"A";"A";"A"
"1H";"2021-05-01T15:00:00Z";"2021-05-01T16:00:00Z";"3.6";"12.9";"3820";"1.8";"5.1";"9.8";"7";"0";"0";"0";"30.9";"148";"3.9";"11.9";"A";"A";"A";"A"
"1H";"2021-05-01T16:00:00Z";"2021-05-01T17:00:00Z";"4";"13.4";"4449";"2.2";"5.5";"10.5";"7.7";"0";"0";"0";"32.5";"154";"3.5";"11.9";"A";"A";"A";"A"
"1H";"2021-05-01T17:00:00Z";"2021-05-01T18:00:00Z";"4.7";"13.7";"5998";"3.2";"6.5";"12.4";"9.7";"0";"0";"0";"34.6";"149";"3.8";"11.4";"A";"A";"A";"A"
"1H";"2021-05-01T18:00:00Z";"2021-05-01T19:00:00Z";"5.3";"12.1";"8431";"6.2";"9";"17.2";"15.2";"0";"0";"0";"41.1";"151";"3.3";"10.2";"A";"A";"A";"A"
"1H";"2021-05-01T19:00:00Z";"2021-05-01T20:00:00Z";"6.2";"9.4";"10709";"7.5";"9.8";"18.7";"17.3";"0";"0";"0";"47.1";"142";"2.5";"9.7";"A";"A";"A";"A"
"1H";"2021-05-01T20:00:00Z";"2021-05-01T21:00:00Z";"5.1";"7.5";"7558";"9.6";"10.1";"19.3";"19.7";"0";"0";"0";"51.4";"116";"1.3";"9.2";"A";"A";"A";"A"
"1H";"2021-05-01T21:00:00Z";"2021-05-01T22:00:00Z";"5.5";"9.6";"9502";"11.8";"14.4";"27.6";"26.3";"0";"0";"0";"53.4";"107";"1";"8.5";"A";"A";"A";"A"
"1H";"2021-05-01T22:00:00Z";"2021-05-01T23:00:00Z";"4.3";"6.3";"5502";"9.9";"9.9";"19";"19.8";"0";"0";"0";"49.3";"101";"1";"8";"A";"A";"A";"A"
"1H";"2021-05-01T23:00:00Z";"2021-05-02T00:00:00Z";"4.2";"5.8";"7505";"8.7";"7.9";"15";"16.6";"0";"0";"0";"56";"80";"1.1";"7.2";"A";"A";"A";"A"
"1H";"2021-05-02T00:00:00Z";"2021-05-02T01:00:00Z";"4.4";"5.8";"5525";"7.7";"8.1";"15.5";"15.8";"0";"0";"0";"58.2";"80";"0.9";"6.8";"A";"A";"A";"A"
"1H";"2021-05-02T01:00:00Z";"2021-05-02T02:00:00Z";"3.6";"4.6";"4753";"10.2";"8.2";"15.6";"18.3";"0";"0";"0";"56.2";"79";"0.9";"6.5";"A";"A";"A";"A"
"1H";"2021-05-02T02:00:00Z";"2021-05-02T03:00:00Z";"3.2";"4.1";"5512";"6";"7.4";"14.1";"13.3";"0";"0";"0";"60.1";"81";"0.9";"6.2";"A";"A";"A";"A"
"1H";"2021-05-02T03:00:00Z";"2021-05-02T04:00:00Z";"3.3";"4.9";"4230";"6.9";"6.4";"12.2";"13.3";"0";"0";"0";"62.7";"73";"1.2";"6";"A";"A";"A";"A"
"1H";"2021-05-02T04:00:00Z";"2021-05-02T05:00:00Z";"3.3";"5.1";"4125";"6.1";"7.4";"14.2";"13.6";"0";"0";"0";"63.6";"94";"1.2";"6.1";"A";"A";"A";"A"
"1H";"2021-05-02T05:00:00Z";"2021-05-02T06:00:00Z";"3.9";"7.9";"4442";"7.9";"6.9";"13.1";"14.7";"0";"0";"0";"61";"94";"1.2";"6.8";"A";"A";"A";"A"
"1H";"2021-05-02T06:00:00Z";"2021-05-02T07:00:00Z";"3.4";"6.5";"3668";"8.2";"6.7";"12.9";"14.9";"0";"0";"0";"57.3";"81";"1.6";"7.4";"A";"A";"A";"A"
"1H";"2021-05-02T07:00:00Z";"2021-05-02T08:00:00Z";"3.5";"8.3";"3704";"9.6";"7.7";"14.8";"17.4";"0";"0";"0";"51.5";"96";"2.5";"8.7";"A";"A";"A";"A"
"1H";"2021-05-02T08:00:00Z";"2021-05-02T09:00:00Z";"4.4";"10.7";"4957";"9.5";"8.5";"16.3";"18";"0";"0";"0";"43.9";"98";"2.7";"10.4";"A";"A";"A";"A"
"1H";"2021-05-02T09:00:00Z";"2021-05-02T10:00:00Z";"4.5";"13.3";"4854";"10";"8.3";"15.9";"18.3";"0";"0";"0";"39.9";"108";"3.3";"11.7";"A";"A";"A";"A"
"1H";"2021-05-02T10:00:00Z";"2021-05-02T11:00:00Z";"4.9";"12.3";"5084";"8.8";"8.6";"16.5";"17.5";"0";"0";"0";"39.7";"124";"4.4";"12.7";"A";"A";"A";"A"
"1H";"2021-05-02T11:00:00Z";"2021-05-02T12:00:00Z";"5.7";"17.3";"4960";"6.4";"7.2";"13.8";"13.6";"0";"0";"0";"38.7";"125";"5.1";"13";"A";"A";"A";"A"
"1H";"2021-05-02T12:00:00Z";"2021-05-02T13:00:00Z";"5.9";"16.7";"5819";"5.8";"8.1";"15.5";"13.9";"0";"0";"0";"36.2";"119";"4.5";"13.4";"A";"A";"A";"A"
"1H";"2021-05-02T13:00:00Z";"2021-05-02T14:00:00Z";"5.9";"11.6";"6800";"5";"7.8";"14.9";"12.8";"0";"0";"0";"38.2";"123";"4.7";"12.9";"A";"A";"A";"A"
"1H";"2021-05-02T14:00:00Z";"2021-05-02T15:00:00Z";"7.2";"15.9";"6142";"6.3";"9.2";"17.5";"15.5";"0";"0";"0";"40.7";"121";"4.6";"12.7";"A";"A";"A";"A"
"1H";"2021-05-02T15:00:00Z";"2021-05-02T16:00:00Z";"8.7";"25.4";"5195";"5.5";"7.6";"14.6";"13.1";"0";"0";"0";"43.7";"119";"4";"12.9";"A";"B";"A";"B"
"1H";"2021-05-02T16:00:00Z";"2021-05-02T17:00:00Z";"9.1";"22.9";"5166";"4.9";"7.8";"15";"12.8";"0";"0";"0";"46.2";"126";"3.3";"12.1";"A";"B";"A";"B"
"1H";"2021-05-02T17:00:00Z";"2021-05-02T18:00:00Z";"8";"17.7";"5140";"4.9";"9.9";"19";"14.8";"0";"0";"0";"59.6";"137";"3";"9.6";"A";"A";"A";"A"
"1H";"2021-05-02T18:00:00Z";"2021-05-02T19:00:00Z";"7.7";"11.5";"6022";"6.7";"14.8";"28.4";"21.5";"0";"0";"0";"74.9";"181";"3";"8";"A";"A";"A";"A"
"1H";"2021-05-02T19:00:00Z";"2021-05-02T20:00:00Z";"8.2";"10.1";"5583";"8.2";"15";"28.6";"23.1";"0";"0";"0";"77";"183";"2.4";"7.4";"A";"A";"A";"A"
"1H";"2021-05-02T20:00:00Z";"2021-05-02T21:00:00Z";"9.8";"12.5";"6221";"10";"14.6";"27.9";"24.6";"0";"0";"0";"78.6";"186";"1.5";"7.3";"A";"A";"A";"A"
"1H";"2021-05-02T21:00:00Z";"2021-05-02T22:00:00Z";"11.1";"13.3";"5905";"11.1";"13.8";"26.4";"24.9";"0";"0";"0";"80.3";"173";"1";"7.1";"A";"A";"A";"A"
"1H";"2021-05-02T22:00:00Z";"2021-05-02T23:00:00Z";"12.6";"14";"5979";"9.6";"10.6";"20.3";"20.2";"0";"0";"0";"81.1";"194";"0.8";"7";"A";"A";"A";"A"
"1H";"2021-05-02T23:00:00Z";"2021-05-03T00:00:00Z";"14.6";"16";"4764";"14";"10.7";"20.5";"24.8";"0";"0";"0";"83.1";"244";"1.1";"6.8";"A";"A";"A";"A"
"1H";"2021-05-03T00:00:00Z";"2021-05-03T01:00:00Z";"13.8";"15.3";"5377";"13.7";"9.5";"18.2";"23.2";"0";"0";"0";"80.6";"289";"0.8";"7.2";"A";"A";"A";"A"
"1H";"2021-05-03T01:00:00Z";"2021-05-03T02:00:00Z";"13.9";"15.2";"3375";"17";"8.2";"15.6";"25.1";"0";"0";"0";"78.6";"0";"0";"7.3";"A";"A";"A";"A"
"1H";"2021-05-03T02:00:00Z";"2021-05-03T03:00:00Z";"15";"16.1";"5600";"14";"9.7";"18.5";"23.6";"0";"0";"0";"79.3";"122";"0.6";"7.4";"A";"A";"A";"A"
"1H";"2021-05-03T03:00:00Z";"2021-05-03T04:00:00Z";"17.3";"18.3";"4427";"14.9";"9.3";"17.8";"24.2";"0";"0";"0";"82.1";"122";"0.7";"7.3";"A";"A";"A";"A"
"1H";"2021-05-03T04:00:00Z";"2021-05-03T05:00:00Z";"18.6";"19.9";"7827";"17.2";"13.3";"25.5";"30.5";"0";"0";"0";"85.3";"73";"0.3";"7.2";"A";"A";"A";"A"
"1H";"2021-05-03T05:00:00Z";"2021-05-03T06:00:00Z";"20.9";"22.1";"12271";"26.8";"23.6";"45";"50.4";"0";"0";"0";"86.6";"97";"0.6";"7.4";"B";"B";"B";"B"
"1H";"2021-05-03T06:00:00Z";"2021-05-03T07:00:00Z";"19.1";"20";"9140";"23.4";"22.8";"43.5";"46.2";"0";"0";"0";"90.5";"106";"1.2";"6.8";"A";"A";"B";"B"
"1H";"2021-05-03T07:00:00Z";"2021-05-03T08:00:00Z";"11.1";"11.6";"6708";"19.8";"16.1";"30.7";"35.9";"0";"0";"0";"88.6";"99";"1.2";"7.3";"A";"A";"A";"A"
"1H";"2021-05-03T08:00:00Z";"2021-05-03T09:00:00Z";"8.1";"8.6";"5283";"25.3";"17.7";"33.9";"43";"0";"0";"0";"85.9";"80";"1.3";"7";"A";"A";"A";"A"
"1H";"2021-05-03T09:00:00Z";"2021-05-03T10:00:00Z";"8.6";"9";"3922";"13.9";"11.8";"22.6";"25.7";"0";"0";"0";"85.7";"138";"0.7";"7.2";"A";"A";"A";"A"
"1H";"2021-05-03T10:00:00Z";"2021-05-03T11:00:00Z";"4.8";"5";"2944";"9.6";"8.7";"16.7";"18.3";"0";"0";"0";"80";"291";"2.7";"7.5";"A";"A";"A";"A"
"1H";"2021-05-03T11:00:00Z";"2021-05-03T12:00:00Z";"3.6";"3.9";"3262";"8.4";"7.9";"15";"16.3";"0";"0";"0";"84";"294";"4.6";"7.1";"A";"A";"A";"A"
"1H";"2021-05-03T12:00:00Z";"2021-05-03T13:00:00Z";"5.1";"5.9";"4942";"8.5";"6.9";"13.2";"15.4";"0";"0";"0";"73.5";"302";"4.8";"8.4";"A";"A";"A";"A"
"1H";"2021-05-03T13:00:00Z";"2021-05-03T14:00:00Z";"3.8";"5";"6382";"6.8";"5.9";"11.3";"12.8";"0";"0";"0";"58.8";"296";"4.3";"9.5";"A";"A";"A";"A"
"1H";"2021-05-03T14:00:00Z";"2021-05-03T15:00:00Z";"3.5";"4.7";"7199";"5.6";"5.5";"10.6";"11.1";"0";"0";"0";"54.3";"300";"4.3";"10";"A";"A";"A";"A"
"1H";"2021-05-03T15:00:00Z";"2021-05-03T16:00:00Z";"3";"4.1";"10189";"4.1";"5.2";"9.9";"9.3";"0";"0";"0";"50.5";"284";"5";"10.1";"A";"A";"A";"A"
"1H";"2021-05-03T16:00:00Z";"2021-05-03T17:00:00Z";"2.6";"3.8";"7052";"4.6";"5";"9.5";"9.6";"0";"0";"0";"48.7";"281";"4.7";"10.3";"A";"A";"A";"A"
"1H";"2021-05-03T17:00:00Z";"2021-05-03T18:00:00Z";"2.8";"4";"6555";"3";"4.6";"8.8";"7.6";"0";"0";"0";"52.1";"284";"4.4";"9.6";"A";"A";"A";"A"
"1H";"2021-05-03T18:00:00Z";"2021-05-03T19:00:00Z";"3.3";"5.1";"7242";"3.8";"7";"13.4";"10.8";"0";"0";"0";"57.5";"260";"2.6";"9.1";"A";"A";"A";"A"
"1H";"2021-05-03T19:00:00Z";"2021-05-03T20:00:00Z";"4.5";"7";"8747";"7.9";"10.8";"20.7";"18.7";"0";"0";"0";"59.9";"267";"2.9";"8.5";"A";"A";"A";"A"
"1H";"2021-05-03T20:00:00Z";"2021-05-03T21:00:00Z";"4.6";"6.6";"8398";"7.5";"9.4";"18";"16.9";"0";"0";"0";"67.2";"230";"1.4";"8.1";"A";"A";"A";"A"
"1H";"2021-05-03T21:00:00Z";"2021-05-03T22:00:00Z";"5.4";"7.4";"9720";"10.6";"12.4";"23.7";"23";"0";"0";"0";"73.3";"183";"1.2";"7.6";"A";"A";"A";"A"
"1H";"2021-05-03T22:00:00Z";"2021-05-03T23:00:00Z";"6.7";"7.6";"7620";"10";"9.3";"17.9";"19.3";"0";"0";"0";"77.6";"183";"1.3";"7.3";"A";"A";"A";"A"
"1H";"2021-05-03T23:00:00Z";"2021-05-04T00:00:00Z";"10.2";"10.8";"3137";"9.8";"6.4";"12.2";"16.1";"0";"0";"0";"82.5";"172";"1.3";"7.3";"A";"A";"A";"A"
"1H";"2021-05-04T00:00:00Z";"2021-05-04T01:00:00Z";"12.5";"12.9";"2432";"10.8";"6.3";"12.1";"17.1";"0";"0";"0";"86.6";"178";"1.8";"7";"A";"A";"A";"A"
"1H";"2021-05-04T01:00:00Z";"2021-05-04T02:00:00Z";"18.2";"18.6";"2829";"10.5";"6.7";"12.7";"17.1";"0";"0";"0";"87.5";"138";"1.2";"7.2";"A";"A";"A";"A"
"1H";"2021-05-04T02:00:00Z";"2021-05-04T03:00:00Z";"17.1";"17.6";"3402";"11.3";"7.1";"13.6";"18.4";"0";"0";"0";"86.5";"154";"2.6";"7.2";"A";"A";"A";"A"
"1H";"2021-05-04T03:00:00Z";"2021-05-04T04:00:00Z";"17.6";"18.2";"3861";"10.6";"9";"17.3";"19.6";"0";"0";"0";"85.6";"150";"3";"7.2";"A";"A";"A";"A"
"1H";"2021-05-04T04:00:00Z";"2021-05-04T05:00:00Z";"15.4";"16";"5491";"13.2";"10.6";"20.3";"23.8";"0";"0";"0";"83.3";"146";"4";"7.3";"A";"A";"A";"A"
"1H";"2021-05-04T05:00:00Z";"2021-05-04T06:00:00Z";"15.1";"16.7";"8489";"15.7";"15.8";"30.3";"31.5";"0";"0";"0";"78.9";"143";"4.8";"7.7";"A";"A";"A";"A"
"1H";"2021-05-04T06:00:00Z";"2021-05-04T07:00:00Z";"14.8";"16.5";"7272";"13.4";"13.8";"26.5";"27.3";"0";"0";"0";"81.5";"136";"5.9";"7.7";"A";"A";"A";"A"
"1H";"2021-05-04T07:00:00Z";"2021-05-04T08:00:00Z";"13.5";"15.1";"8741";"14";"14.3";"27.4";"28.3";"0";"0";"0";"84.7";"140";"6.3";"7.6";"A";"A";"A";"A"
"1H";"2021-05-04T08:00:00Z";"2021-05-04T09:00:00Z";"14.9";"16.3";"8157";"13.3";"12.4";"23.7";"25.7";"0";"0";"0";"87.7";"143";"5.9";"7.4";"A";"A";"A";"A"
"1H";"2021-05-04T09:00:00Z";"2021-05-04T10:00:00Z";"13.4";"14.5";"6650";"12.6";"12.8";"24.5";"25.4";"0";"0";"0";"88.9";"145";"6.1";"7.2";"A";"A";"A";"A"
"1H";"2021-05-04T10:00:00Z";"2021-05-04T11:00:00Z";"13.1";"14.2";"9287";"12.6";"14.5";"27.7";"27.1";"0";"0";"0";"89.1";"146";"6";"7.2";"A";"A";"A";"A"
"1H";"2021-05-04T11:00:00Z";"2021-05-04T12:00:00Z";"14";"15.4";"5738";"11.6";"12";"23";"23.6";"0";"0";"0";"89";"148";"6";"7.4";"A";"A";"A";"A"
"1H";"2021-05-04T12:00:00Z";"2021-05-04T13:00:00Z";"13.3";"15";"6667";"12.1";"14.3";"27.4";"26.4";"0";"0";"0";"88.5";"149";"5.7";"8.1";"A";"A";"A";"A"
"1H";"2021-05-04T13:00:00Z";"2021-05-04T14:00:00Z";"9.8";"11.3";"6145";"10.9";"13.6";"26";"24.5";"0";"0";"0";"79.3";"154";"4.6";"9.8";"A";"A";"A";"A"
"1H";"2021-05-04T14:00:00Z";"2021-05-04T15:00:00Z";"8.2";"9.8";"7455";"9.7";"12.8";"24.6";"22.6";"0";"0";"0";"78.6";"167";"5";"9.8";"A";"A";"A";"A"
"1H";"2021-05-04T15:00:00Z";"2021-05-04T16:00:00Z";"7.9";"9.5";"6260";"10.1";"13.8";"26.4";"23.9";"0";"0";"0";"87.9";"173";"4.7";"8.9";"A";"A";"A";"A"
"1H";"2021-05-04T16:00:00Z";"2021-05-04T17:00:00Z";"8.4";"9.9";"9478";"12.9";"14.7";"28";"27.6";"0";"0";"0";"91.6";"180";"3";"8.6";"A";"A";"A";"A"
"1H";"2021-05-04T17:00:00Z";"2021-05-04T18:00:00Z";"3.4";"3.8";"5489";"8.1";"8.4";"16";"16.4";"0";"0";"0";"88.8";"156";"2.5";"8.3";"A";"A";"A";"A"
"1H";"2021-05-04T18:00:00Z";"2021-05-04T19:00:00Z";"2";"2.3";"9283";"9.3";"9.7";"18.5";"19";"0";"0";"0";"84.2";"198";"3.9";"7.9";"A";"A";"A";"A"
"1H";"2021-05-04T19:00:00Z";"2021-05-04T20:00:00Z";"2.5";"2.8";"5732";"7.9";"7.3";"13.9";"15.2";"0";"0";"0";"83.5";"214";"3";"8";"A";"A";"A";"A"
"1H";"2021-05-04T20:00:00Z";"2021-05-04T21:00:00Z";"3.3";"3.7";"6468";"7.7";"7.3";"14";"15";"0";"0";"0";"83";"195";"3.2";"7.9";"A";"A";"A";"A"
"1H";"2021-05-04T21:00:00Z";"2021-05-04T22:00:00Z";"2.5";"2.8";"4377";"6.4";"6.8";"13";"13.2";"0";"0";"0";"82.2";"187";"3";"7.7";"A";"A";"A";"A"
"1H";"2021-05-04T22:00:00Z";"2021-05-04T23:00:00Z";"3.2";"3.5";"3939";"6";"5.5";"10.6";"11.6";"0";"0";"0";"85.9";"198";"3.4";"7.6";"A";"A";"A";"A"
"1H";"2021-05-04T23:00:00Z";"2021-05-05T00:00:00Z";"2.3";"2.5";"3320";"0";"0";"0";"0";"0";"0";"0";"87.7";"197";"3.2";"7.3";"A";"A";"NotAvailable";"A"
"1H";"2021-05-05T00:00:00Z";"2021-05-05T01:00:00Z";"2.2";"2.4";"2871";"0";"0";"0";"0";"0";"0";"0";"88.7";"196";"3.7";"7.3";"A";"A";"NotAvailable";"A"
"1H";"2021-05-05T01:00:00Z";"2021-05-05T02:00:00Z";"1.8";"2";"2082";"3.5";"3.5";"6.7";"7";"0";"0";"0";"87.5";"194";"3.6";"7.2";"A";"A";"A";"A"
"1H";"2021-05-05T02:00:00Z";"2021-05-05T03:00:00Z";"2.4";"2.7";"2219";"3.8";"4.4";"8.5";"8.3";"0";"0";"0";"89.6";"202";"4.2";"7";"A";"A";"A";"A"
"1H";"2021-05-05T03:00:00Z";"2021-05-05T04:00:00Z";"1.8";"2";"2447";"4.2";"5.9";"11.2";"10";"0";"0";"0";"90.2";"200";"3.7";"6.8";"A";"A";"A";"A"
"1H";"2021-05-05T04:00:00Z";"2021-05-05T05:00:00Z";"1.9";"2.1";"4324";"5.5";"7.9";"15.1";"13.4";"0";"0";"0";"91.5";"201";"3.8";"7";"A";"A";"A";"A"
"1H";"2021-05-05T05:00:00Z";"2021-05-05T06:00:00Z";"1.7";"1.9";"4101";"8";"10.6";"20.3";"18.6";"0";"0";"0";"89.1";"206";"3.9";"7";"A";"A";"A";"A"
"1H";"2021-05-05T06:00:00Z";"2021-05-05T07:00:00Z";"1.9";"2.2";"4171";"8";"11";"21";"19";"0";"0";"0";"90.1";"223";"3.5";"7";"A";"A";"A";"A"
"1H";"2021-05-05T07:00:00Z";"2021-05-05T08:00:00Z";"2";"2.3";"4671";"10";"12.2";"23.2";"22.1";"0";"0";"0";"89.9";"221";"3.6";"7";"A";"A";"A";"A"
"1H";"2021-05-05T08:00:00Z";"2021-05-05T09:00:00Z";"1.5";"1.7";"4753";"9.2";"9.5";"18.2";"18.7";"0";"0";"0";"88.2";"224";"3.4";"7.1";"A";"A";"A";"A"
"1H";"2021-05-05T09:00:00Z";"2021-05-05T10:00:00Z";"1.7";"2";"5340";"10.1";"11.9";"22.7";"22";"0";"0";"0";"89.8";"212";"4";"7.4";"A";"A";"A";"A"
"1H";"2021-05-05T10:00:00Z";"2021-05-05T11:00:00Z";"1.9";"2.2";"4645";"8.5";"8.9";"17.1";"17.4";"0";"0";"0";"88.7";"204";"3.4";"7.7";"A";"A";"A";"A"
"1H";"2021-05-05T11:00:00Z";"2021-05-05T12:00:00Z";"3.3";"3.6";"5247";"8.9";"8.4";"16.1";"17.4";"0";"0";"0";"83.5";"218";"3.4";"7.7";"A";"A";"A";"A"
"1H";"2021-05-05T12:00:00Z";"2021-05-05T13:00:00Z";"3";"3.3";"4842";"7.4";"9.2";"17.7";"16.6";"0";"0";"0";"90.4";"269";"3";"7";"A";"A";"A";"A"
"1H";"2021-05-05T13:00:00Z";"2021-05-05T14:00:00Z";"1.7";"1.9";"6053";"7.5";"8.2";"15.7";"15.7";"0";"0";"0";"87.8";"242";"3.3";"7.5";"A";"A";"A";"A"
"1H";"2021-05-05T14:00:00Z";"2021-05-05T15:00:00Z";"1.7";"1.9";"5506";"12.4";"10.1";"19.3";"22.5";"0";"0";"0";"85.7";"274";"2";"8.3";"A";"A";"A";"A"
"1H";"2021-05-05T15:00:00Z";"2021-05-05T16:00:00Z";"1.8";"1.9";"4281";"12";"10";"19";"22";"0";"0";"0";"87";"260";"1.8";"8";"A";"A";"A";"A"
"1H";"2021-05-05T16:00:00Z";"2021-05-05T17:00:00Z";"2.2";"2.4";"4703";"8";"10";"19.1";"18";"0";"0";"0";"87";"270";"1.4";"8.3";"A";"A";"A";"A"
"1H";"2021-05-05T17:00:00Z";"2021-05-05T18:00:00Z";"2.9";"3";"4590";"5";"5.7";"11";"10.7";"0";"0";"0";"84.7";"266";"2.5";"8.2";"A";"A";"A";"A"
"1H";"2021-05-05T18:00:00Z";"2021-05-05T19:00:00Z";"2.9";"3";"3072";"4.7";"5.6";"10.6";"10.2";"0";"0";"0";"89.5";"271";"3.3";"7.6";"A";"A";"A";"A"
"1H";"2021-05-05T19:00:00Z";"2021-05-05T20:00:00Z";"2.9";"3.1";"1893";"4.2";"4.8";"9.1";"8.9";"0";"0";"0";"91.4";"285";"3.7";"7.3";"A";"A";"A";"A"
"1H";"2021-05-05T20:00:00Z";"2021-05-05T21:00:00Z";"2.1";"2.2";"1506";"3.4";"4.7";"9";"8.1";"0";"0";"0";"88.9";"286";"5";"6.5";"A";"A";"A";"A"
"1H";"2021-05-05T21:00:00Z";"2021-05-05T22:00:00Z";"2.2";"2.5";"1632";"2.9";"4.7";"9.1";"7.6";"0";"0";"0";"86.9";"286";"6.9";"6.4";"A";"A";"A";"A"
"1H";"2021-05-05T22:00:00Z";"2021-05-05T23:00:00Z";"2.3";"2.5";"1290";"1.5";"3.1";"5.9";"4.6";"0";"0";"0";"86.8";"286";"5.3";"6.2";"A";"A";"A";"A"
"1H";"2021-05-05T23:00:00Z";"2021-05-06T00:00:00Z";"2";"2.1";"1355";"1.2";"3";"5.7";"4.2";"0";"0";"0";"84.2";"278";"5.6";"6.2";"A";"A";"A";"A"
"1H";"2021-05-06T00:00:00Z";"2021-05-06T01:00:00Z";"1.6";"1.7";"1063";"1.2";"2.7";"5.1";"3.9";"0";"0";"0";"81.6";"273";"5.3";"6.1";"A";"A";"A";"A"
"1H";"2021-05-06T01:00:00Z";"2021-05-06T02:00:00Z";"1.4";"1.5";"1346";"1";"2.7";"5.2";"3.7";"0";"0";"0";"79.2";"274";"6";"6.2";"A";"A";"A";"A"
"1H";"2021-05-06T02:00:00Z";"2021-05-06T03:00:00Z";"1.4";"1.5";"1820";"0.9";"2.8";"5.4";"3.7";"0";"0";"0";"81.5";"268";"5.4";"5.9";"A";"A";"A";"A"
"1H";"2021-05-06T03:00:00Z";"2021-05-06T04:00:00Z";"1.4";"1.6";"2045";"0.9";"2.9";"5.5";"3.8";"0";"0";"0";"81.2";"266";"5.5";"5.9";"A";"A";"A";"A"
"1H";"2021-05-06T04:00:00Z";"2021-05-06T05:00:00Z";"1.6";"1.7";"1878";"1.5";"4.4";"8.3";"5.9";"0";"0";"0";"80";"270";"5.3";"6.2";"A";"A";"A";"A"
"1H";"2021-05-06T05:00:00Z";"2021-05-06T06:00:00Z";"1.8";"1.9";"3216";"2.2";"6.3";"12";"8.4";"0";"0";"0";"81.2";"267";"5.1";"6.1";"A";"A";"A";"A"
"1H";"2021-05-06T06:00:00Z";"2021-05-06T07:00:00Z";"1.3";"1.5";"2242";"3.2";"6.4";"12.2";"9.6";"0";"0";"0";"84.5";"273";"5.4";"5.9";"A";"A";"A";"A"
"1H";"2021-05-06T07:00:00Z";"2021-05-06T08:00:00Z";"1.2";"1.3";"1669";"4.1";"5";"9.5";"9.1";"0";"0";"0";"81.1";"286";"5.7";"6.2";"A";"A";"A";"A"
"1H";"2021-05-06T08:00:00Z";"2021-05-06T09:00:00Z";"0.8";"0.9";"1923";"4.7";"4.5";"8.5";"9.2";"0";"0";"0";"77.5";"293";"5.6";"6.7";"A";"A";"A";"A"
"1H";"2021-05-06T09:00:00Z";"2021-05-06T10:00:00Z";"0.9";"1.2";"1771";"5.2";"3.9";"7.5";"9.1";"0";"0";"0";"72.1";"290";"5.5";"7.2";"A";"A";"A";"A"
"1H";"2021-05-06T10:00:00Z";"2021-05-06T11:00:00Z";"1.3";"1.6";"2054";"4.9";"3.7";"7.1";"8.6";"0";"0";"0";"68.4";"296";"5.7";"7.6";"A";"A";"A";"A"
"1H";"2021-05-06T11:00:00Z";"2021-05-06T12:00:00Z";"1.6";"2.5";"1868";"3.7";"3.4";"6.5";"7";"0";"0";"0";"63";"299";"5.8";"8.4";"A";"A";"A";"A"
"1H";"2021-05-06T12:00:00Z";"2021-05-06T13:00:00Z";"2.2";"3";"1919";"1.8";"3.2";"6";"4.9";"0";"0";"0";"57.7";"301";"5.7";"9.2";"A";"A";"A";"A"
"1H";"2021-05-06T13:00:00Z";"2021-05-06T14:00:00Z";"3";"3.7";"2312";"3.1";"3.9";"7.5";"7";"0";"0";"0";"60.4";"308";"5.5";"9.2";"A";"A";"A";"A"
"1H";"2021-05-06T14:00:00Z";"2021-05-06T15:00:00Z";"2.7";"3.5";"2663";"4";"4.2";"8";"8.2";"0";"0";"0";"60.1";"306";"4.9";"9.1";"A";"A";"A";"A"
